offset,Chord,NormalForm,PCsInNormalForm,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,Confidence
0.0,<music21.chord.Chord B4 C#5>,"[11, 1]","[1, 11]",73.0,71.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,0,minor,0.6143626302449824
0.5,<music21.chord.Chord C3 F3 C4 C5>,"[0, 5]","[0, 5]",72.0,48.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,0,minor,0.5781027254221139
1.0,<music21.chord.Chord C4 C5>,[0],[0],72.0,60.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
11/6,<music21.chord.Chord B4>,[11],[11],71.0,71.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
2.5,<music21.chord.Chord E-5>,[3],[3],75.0,75.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
19/6,<music21.chord.Chord G4>,[7],[7],67.0,67.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
23/6,<music21.chord.Chord D4>,[2],[2],62.0,62.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
4.5,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
5.5,<music21.chord.Chord G#3>,[8],[8],56.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
6.0,<music21.chord.Chord G#3 B3 D4 G5>,"[7, 8, 11, 2]","[2, 7, 8, 11]",79.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
6.5,<music21.chord.Chord G#3 G5>,"[7, 8]","[7, 8]",79.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
7.0,<music21.chord.Chord G#3 B5>,"[8, 11]","[8, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
43/6,<music21.chord.Chord G#3 C4 E-4 B5>,"[8, 11, 0, 3]","[0, 3, 8, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
7.5,<music21.chord.Chord G#3 C4 E-4 B5>,"[8, 11, 0, 3]","[0, 3, 8, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
47/6,<music21.chord.Chord G#3 C#5 B5>,"[8, 11, 1]","[1, 8, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
8.0,<music21.chord.Chord G#3 B3 D4 C#5 B5>,"[8, 11, 1, 2]","[1, 2, 8, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
8.5,<music21.chord.Chord G#3 B-3 B3 D-4 D4 C#5 B5>,"[8, 10, 11, 1, 2]","[1, 2, 8, 10, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.5191582473227925
53/6,<music21.chord.Chord G#3 B-3 D-4 B5>,"[8, 10, 11, 1]","[1, 8, 10, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.584367722041034
55/6,<music21.chord.Chord G#3 B-3 C4 D-4 E-4 B-4 B5>,"[8, 10, 11, 0, 1, 3]","[0, 1, 3, 8, 10, 11]",83.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.584367722041034
9.5,<music21.chord.Chord G#3 C4 E-4 B-4 C#6>,"[8, 10, 0, 1, 3]","[0, 1, 3, 8, 10]",85.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.584367722041034
10.0,<music21.chord.Chord G#3 C4 E-4 B-4 F5>,"[8, 10, 0, 3, 5]","[0, 3, 5, 8, 10]",77.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.5580988128308844
61/6,<music21.chord.Chord G#3 F5>,"[5, 8]","[5, 8]",77.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.5373152812109654
10.5,<music21.chord.Chord G#3 B-3 D-4>,"[8, 10, 1]","[1, 8, 10]",61.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.46217368425529015
10.75,<music21.chord.Chord G#3 B-3 D-4 C5>,"[8, 10, 0, 1]","[0, 1, 8, 10]",72.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.4429010780313182
11.0,<music21.chord.Chord G#3 B-3 D-4 C5 C#6>,"[8, 10, 0, 1]","[0, 1, 8, 10]",85.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.4121321850727012
11.25,<music21.chord.Chord G#3 B-3 D-4 C#6>,"[8, 10, 1]","[1, 8, 10]",85.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.4121321850727012
11.5,<music21.chord.Chord G#3 D5 C#6>,"[8, 1, 2]","[1, 2, 8]",85.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.4097901893902408
71/6,<music21.chord.Chord G3 G#3 F4 D5 C#6>,"[1, 2, 5, 7, 8]","[1, 2, 5, 7, 8]",85.0,55.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.3834288568381403
12.0,<music21.chord.Chord G3 G#3 F4 D5 G5>,"[2, 5, 7, 8]","[2, 5, 7, 8]",79.0,55.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.3763026807671309
12.25,<music21.chord.Chord G3 G#3 F4 G5>,"[5, 7, 8]","[5, 7, 8]",79.0,55.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.3763026807671309
12.5,<music21.chord.Chord F3 G#3 A-4>,"[5, 8]","[5, 8]",68.0,53.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.3763026807671309
13.0,<music21.chord.Chord F3 G#3 A-4 C#5>,"[1, 5, 8]","[1, 5, 8]",73.0,53.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.3763026807671309
79/6,<music21.chord.Chord F#3 G#3 G4 C#5>,"[6, 7, 8, 1]","[1, 6, 7, 8]",73.0,54.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,1,major,0.3763026807671309
13.5,<music21.chord.Chord F#3 G#3 A-4 C#5 B-6>,"[6, 8, 10, 1]","[1, 6, 8, 10]",94.0,54.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.3595618053069738
83/6,<music21.chord.Chord G#3 C#5 B-6>,"[8, 10, 1]","[1, 8, 10]",94.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
14.0,<music21.chord.Chord G#3 B3 B-6>,"[8, 10, 11]","[8, 10, 11]",94.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
14.5,<music21.chord.Chord G#3 A4 B-6>,"[8, 9, 10]","[8, 9, 10]",94.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
89/6,<music21.chord.Chord G#3 A4 D5>,"[8, 9, 2]","[2, 8, 9]",74.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
15.0,<music21.chord.Chord G#3 G#4 A4 D5>,"[8, 9, 2]","[2, 8, 9]",74.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
91/6,<music21.chord.Chord G#3 G#4 A4 C#6>,"[8, 9, 1]","[1, 8, 9]",85.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
15.5,<music21.chord.Chord E4 A4 F6>,"[4, 5, 9]","[4, 5, 9]",89.0,64.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
16.0,<music21.chord.Chord F4 C5 F6>,"[0, 5]","[0, 5]",89.0,65.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
97/6,<music21.chord.Chord F4 C5 F#5>,"[0, 5, 6]","[0, 5, 6]",78.0,65.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
16.5,<music21.chord.Chord E4>,[4],[4],64.0,64.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
101/6,<music21.chord.Chord D#5>,[3],[3],75.0,75.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
17.0,<music21.chord.Chord D#5 G5 G6>,"[3, 7]","[3, 7]",91.0,75.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
103/6,<music21.chord.Chord G5 G6>,[7],[7],91.0,79.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
17.5,<music21.chord.Chord G5 G6>,[7],[7],91.0,79.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
17.75,<music21.chord.Chord A4 B4 G5 G6>,"[7, 9, 11]","[7, 9, 11]",91.0,69.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
18.0,<music21.chord.Chord A4 B4 G6>,"[7, 9, 11]","[7, 9, 11]",91.0,69.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
18.25,<music21.chord.Chord G6>,[7],[7],91.0,91.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
18.5,<music21.chord.Chord G#2 C#3 G#3 G#4 G6>,"[7, 8, 1]","[1, 7, 8]",91.0,44.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
115/6,<music21.chord.Chord G#2 C#3 G#3 G#4 G6>,"[7, 8, 1]","[1, 7, 8]",91.0,44.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
19.5,<music21.chord.Chord D3 G#3 D4>,"[2, 8]","[2, 8]",62.0,50.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
119/6,<music21.chord.Chord G#3 E4 E5>,"[4, 8]","[4, 8]",76.0,56.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
20.0,<music21.chord.Chord E4 E5>,[4],[4],76.0,64.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
121/6,<music21.chord.Chord B-3 B-4>,[10],[10],70.0,58.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
20.5,<music21.chord.Chord B-3 B-4>,[10],[10],70.0,58.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
21.0,<music21.chord.Chord A3 A4>,[9],[9],69.0,57.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.33840456360835447
21.5,<music21.chord.Chord B3 B4>,[11],[11],71.0,59.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,8,minor,0.3690546805347703
22.0,<music21.chord.Chord E-3 E-4>,[3],[3],63.0,51.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,4,minor,0.38870605900244215
22.75,<music21.chord.Chord F4>,[5],[5],65.0,65.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,4,minor,0.38870605900244215
23.0,<music21.chord.Chord F4 G4>,"[5, 7]","[5, 7]",67.0,65.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,4,minor,0.38870605900244215
23.25,<music21.chord.Chord G4>,[7],[7],67.0,67.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,4,minor,0.38870605900244215
23.75,<music21.chord.Chord F3>,[5],[5],53.0,53.0,Op.10_5PiecesforOrchestra_1.mxl,Webern,4,minor,0.38870605900244215
0.25,<music21.chord.Chord F4 E5>,"[4, 5]","[4, 5]",76.0,65.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
0.5,<music21.chord.Chord B3 F4 E5>,"[11, 4, 5]","[4, 5, 11]",76.0,59.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
0.75,<music21.chord.Chord F#3 G4>,"[6, 7]","[6, 7]",67.0,54.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
1.0,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
1.5,<music21.chord.Chord A2 B-3>,"[9, 10]","[9, 10]",58.0,45.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
1.75,<music21.chord.Chord A2 B-3 E-4>,"[9, 10, 3]","[3, 9, 10]",63.0,45.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
2.0,<music21.chord.Chord C4 D5>,"[0, 2]","[0, 2]",74.0,60.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
2.25,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
2.75,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
3.0,<music21.chord.Chord C4 G#4 D5>,"[8, 0, 2]","[0, 2, 8]",74.0,60.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
3.25,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
3.5,<music21.chord.Chord A2 B-3>,"[9, 10]","[9, 10]",58.0,45.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
4.0,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
4.25,<music21.chord.Chord F#3 G4 C#5>,"[1, 6, 7]","[1, 6, 7]",73.0,54.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
4.5,<music21.chord.Chord B3>,[11],[11],59.0,59.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
4.75,<music21.chord.Chord F4 E5>,"[4, 5]","[4, 5]",76.0,65.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
5.25,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
5.5,<music21.chord.Chord E3 E-4 A5>,"[3, 4, 9]","[3, 4, 9]",81.0,52.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
5.75,<music21.chord.Chord C3>,[0],[0],48.0,48.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
6.0,<music21.chord.Chord D4 G#4 C#5>,"[8, 1, 2]","[1, 2, 8]",73.0,62.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
6.25,<music21.chord.Chord A-3 D4 G4 B-4>,"[7, 8, 10, 2]","[2, 7, 8, 10]",70.0,56.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
6.5,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
6.75,<music21.chord.Chord C3>,[0],[0],48.0,48.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
7.0,<music21.chord.Chord E3 E-4 A5>,"[3, 4, 9]","[3, 4, 9]",81.0,52.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
7.25,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,1,minor,0.3820223834301412
7.75,<music21.chord.Chord B5>,[11],[11],83.0,83.0,Op.27_Variationen.mxl,Webern,1,major,0.3430056558296549
8.0,<music21.chord.Chord F3 E4 F#4 G5>,"[4, 5, 6, 7]","[4, 5, 6, 7]",79.0,53.0,Op.27_Variationen.mxl,Webern,1,major,0.3430056558296549
8.25,<music21.chord.Chord C#4>,[1],[1],61.0,61.0,Op.27_Variationen.mxl,Webern,1,major,0.3430056558296549
8.5,<music21.chord.Chord A3 B-4>,"[9, 10]","[9, 10]",70.0,57.0,Op.27_Variationen.mxl,Webern,1,major,0.3430056558296549
8.75,<music21.chord.Chord E-4 G#4>,"[3, 8]","[3, 8]",68.0,63.0,Op.27_Variationen.mxl,Webern,1,major,0.3430056558296549
9.0,<music21.chord.Chord C4 D5>,"[0, 2]","[0, 2]",74.0,60.0,Op.27_Variationen.mxl,Webern,5,major,0.3332279185838445
9.25,<music21.chord.Chord C4 D5>,"[0, 2]","[0, 2]",74.0,60.0,Op.27_Variationen.mxl,Webern,5,major,0.3332279185838445
9.5,<music21.chord.Chord E-4 G#4>,"[3, 8]","[3, 8]",68.0,63.0,Op.27_Variationen.mxl,Webern,5,major,0.3332279185838445
9.75,<music21.chord.Chord B-3 A4>,"[9, 10]","[9, 10]",69.0,58.0,Op.27_Variationen.mxl,Webern,5,major,0.3332279185838445
10.0,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,5,major,0.3332279185838445
10.25,<music21.chord.Chord G2 F#3 F4 E5>,"[4, 5, 6, 7]","[4, 5, 6, 7]",76.0,43.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
10.5,<music21.chord.Chord B3>,[11],[11],59.0,59.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
11.0,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
11.25,<music21.chord.Chord E3 E-4 A5>,"[3, 4, 9]","[3, 4, 9]",81.0,52.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
11.5,<music21.chord.Chord C3 D4 G#4 C#5>,"[8, 0, 1, 2]","[0, 1, 2, 8]",73.0,48.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
11.75,<music21.chord.Chord A-3 D4 G4 B-4>,"[7, 8, 10, 2]","[2, 7, 8, 10]",70.0,56.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
12.0,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,2,minor,0.2941123861426366
12.5,<music21.chord.Chord C3>,[0],[0],48.0,48.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
12.75,<music21.chord.Chord E3 E-4 A5>,"[3, 4, 9]","[3, 4, 9]",81.0,52.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
13.0,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
13.625,<music21.chord.Chord B2>,[11],[11],47.0,47.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
13.75,<music21.chord.Chord E3>,[4],[4],52.0,52.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
13.875,<music21.chord.Chord B-3>,[10],[10],58.0,58.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.0,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.125,<music21.chord.Chord A3 D5>,"[9, 2]","[2, 9]",74.0,57.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.25,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",63.0,60.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.375,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.5,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.625,<music21.chord.Chord C#3>,[1],[1],49.0,49.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.75,<music21.chord.Chord C#3 G5>,"[1, 7]","[1, 7]",79.0,49.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
14.875,<music21.chord.Chord G5>,[7],[7],79.0,79.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.0,<music21.chord.Chord G5>,[7],[7],79.0,79.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.125,<music21.chord.Chord G5>,[7],[7],79.0,79.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.25,<music21.chord.Chord G5>,[7],[7],79.0,79.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.375,<music21.chord.Chord C#3 G5>,"[1, 7]","[1, 7]",79.0,49.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.5,<music21.chord.Chord C#3>,[1],[1],49.0,49.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.625,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.75,<music21.chord.Chord F#4 F5>,"[5, 6]","[5, 6]",77.0,66.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
15.875,<music21.chord.Chord C4 E-4>,"[0, 3]","[0, 3]",63.0,60.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.0,<music21.chord.Chord A3 D5>,"[9, 2]","[2, 9]",74.0,57.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.125,<music21.chord.Chord G#4>,[8],[8],68.0,68.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.25,<music21.chord.Chord B-3>,[10],[10],58.0,58.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.375,<music21.chord.Chord E3>,[4],[4],52.0,52.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.5,<music21.chord.Chord B2>,[11],[11],47.0,47.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.625,<music21.chord.Chord D-5 F5>,"[1, 5]","[1, 5]",77.0,73.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.75,<music21.chord.Chord G3 C4>,"[7, 0]","[0, 7]",60.0,55.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
16.875,<music21.chord.Chord F#4 A4>,"[6, 9]","[6, 9]",69.0,66.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
17.0,<music21.chord.Chord E3 E-4>,"[3, 4]","[3, 4]",63.0,52.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
17.25,<music21.chord.Chord G#5>,[8],[8],80.0,80.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
17.375,<music21.chord.Chord D2 G#5>,"[2, 8]","[2, 8]",80.0,38.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
17.5,<music21.chord.Chord D2>,[2],[2],38.0,38.0,Op.27_Variationen.mxl,Webern,2,major,0.28503625186011267
17.75,<music21.chord.Chord D2>,[2],[2],38.0,38.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.0,<music21.chord.Chord D2 G#5>,"[2, 8]","[2, 8]",80.0,38.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.125,<music21.chord.Chord G#5>,[8],[8],80.0,80.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.25,<music21.chord.Chord E3 E-4>,"[3, 4]","[3, 4]",63.0,52.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.5,<music21.chord.Chord F#4 A4>,"[6, 9]","[6, 9]",69.0,66.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.625,<music21.chord.Chord G3 C4>,"[7, 0]","[0, 7]",60.0,55.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.75,<music21.chord.Chord D-5 F5>,"[1, 5]","[1, 5]",77.0,73.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
18.875,<music21.chord.Chord B2>,[11],[11],47.0,47.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.0,<music21.chord.Chord E3>,[4],[4],52.0,52.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.125,<music21.chord.Chord B-3>,[10],[10],58.0,58.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.25,<music21.chord.Chord E3>,[4],[4],52.0,52.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.375,<music21.chord.Chord A3>,[9],[9],57.0,57.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.5,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.625,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.75,<music21.chord.Chord D4 G5>,"[2, 7]","[2, 7]",79.0,62.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
19.875,<music21.chord.Chord F4 A-4>,"[5, 8]","[5, 8]",68.0,65.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
20.0,<music21.chord.Chord B2 B-3>,"[10, 11]","[10, 11]",58.0,47.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
20.25,<music21.chord.Chord F#2>,[6],[6],42.0,42.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
20.375,<music21.chord.Chord F#2 C6>,"[0, 6]","[0, 6]",84.0,42.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
20.5,<music21.chord.Chord C6>,[0],[0],84.0,84.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
20.75,<music21.chord.Chord C6>,[0],[0],84.0,84.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.0,<music21.chord.Chord F#2 C6>,"[0, 6]","[0, 6]",84.0,42.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.125,<music21.chord.Chord F#2>,[6],[6],42.0,42.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.25,<music21.chord.Chord B2 B-3>,"[10, 11]","[10, 11]",58.0,47.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.5,<music21.chord.Chord F4 A-4>,"[5, 8]","[5, 8]",68.0,65.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.625,<music21.chord.Chord D4 G5>,"[2, 7]","[2, 7]",79.0,62.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.75,<music21.chord.Chord C#5>,[1],[1],73.0,73.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
21.875,<music21.chord.Chord E-4>,[3],[3],63.0,63.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.0,<music21.chord.Chord A3>,[9],[9],57.0,57.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.125,<music21.chord.Chord E3>,[4],[4],52.0,52.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.25,<music21.chord.Chord G-5 B-5>,"[6, 10]","[6, 10]",82.0,78.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.375,<music21.chord.Chord C4 F4>,"[0, 5]","[0, 5]",65.0,60.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.5,<music21.chord.Chord B4 D5>,"[11, 2]","[2, 11]",74.0,71.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
22.625,<music21.chord.Chord A3>,[9],[9],57.0,57.0,Op.27_Variationen.mxl,Webern,11,minor,0.2847213421785739
