offset,Chord,NormalForm,PCsInNormalForm,HighestPitch,LowestPitch,file,Composer,LocalTonic,LocalMode,Confidence
787/3,<music21.chord.Chord F4 F5 F6>,[5],[5],89.0,65.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
262.5,<music21.chord.Chord F4 E5 E6>,"[4, 5]","[4, 5]",88.0,65.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
788/3,<music21.chord.Chord C#5 E5 E6>,"[1, 4]","[1, 4]",88.0,73.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
263.0,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 A-5 A5 B-5 B-6>,"[6, 7, 8, 9, 10, 11, 0, 1, 3, 4]","[0, 1, 3, 4, 6, 7, 8, 9, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
263.25,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 A-5 A5 B-5 A-6 B-6>,"[6, 7, 8, 9, 10, 11, 0, 1, 3, 4]","[0, 1, 3, 4, 6, 7, 8, 9, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
263.5,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 G-5 A-5 B-5 A-6 B-6>,"[3, 4, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 6, 7, 8, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
263.75,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 G-5 A-5 B-5 G-6 B-6>,"[3, 4, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 6, 7, 8, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
264.0,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 F5 A-5 B-5 B-6>,"[3, 4, 5, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 5, 6, 7, 8, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
264.25,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 F5 A-5 B-5 F6 B-6>,"[3, 4, 5, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 5, 6, 7, 8, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
264.5,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 E5 A-5 B-5 F6 B-6>,"[3, 4, 5, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 5, 6, 7, 8, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
264.75,<music21.chord.Chord C4 C#4 E-4 E4 G-4 G4 B-4 B4 E5 A-5 B-5 E6 B-6>,"[3, 4, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 6, 7, 8, 10, 11]",94.0,60.0,Op.1_PianoSonata.mxl,Berg,1,minor,0.22225079282859247
265.0,<music21.chord.Chord A-3 C4 C#4 E-4 E4 G-4 G4 A-4 B-4 B4 A-5 B-5 B-6>,"[3, 4, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 6, 7, 8, 10, 11]",94.0,56.0,Op.1_PianoSonata.mxl,Berg,11,major,0.32248259576984145
265.5,<music21.chord.Chord G-3 C4 C#4 E-4 E4 G-4 G4 B-4 B4 E5 A-5 E6>,"[3, 4, 6, 7, 8, 10, 11, 0, 1]","[0, 1, 3, 4, 6, 7, 8, 10, 11]",88.0,54.0,Op.1_PianoSonata.mxl,Berg,11,major,0.4462522332855281
266.0,<music21.chord.Chord E#1 F2 F3 A-3 C-4 E-4 F4 B-5 B-6>,"[3, 5, 8, 10, 11]","[3, 5, 8, 10, 11]",94.0,29.0,Op.1_PianoSonata.mxl,Berg,11,major,0.4591071909403659
266.5,<music21.chord.Chord F2 E-3 A-3 C-4 E-4 B-5 B-6>,"[3, 5, 8, 10, 11]","[3, 5, 8, 10, 11]",94.0,41.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.5122857463035387
267.0,<music21.chord.Chord F2 B-3 C-4 E-4 B-4 A-5 A-6>,"[3, 5, 8, 10, 11]","[3, 5, 8, 10, 11]",92.0,41.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.5695360981690332
267.5,<music21.chord.Chord F2 B-3 C-4 E-4 B-4 G-5 G-6>,"[10, 11, 3, 5, 6]","[3, 5, 6, 10, 11]",90.0,41.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.5764992207156444
268.0,<music21.chord.Chord F2 A-3 C-4 E-4 A-4 F5 F6>,"[3, 5, 8, 11]","[3, 5, 8, 11]",89.0,41.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.5613796873864092
268.5,<music21.chord.Chord F2 G-3 C-4 E-4 G-4 E-5 E-6>,"[11, 3, 5, 6]","[3, 5, 6, 11]",87.0,41.0,Op.1_PianoSonata.mxl,Berg,3,minor,0.5613796873864092
269.0,<music21.chord.Chord E2 B2 E3 G3 D4 E4 B-5 B-6>,"[10, 11, 2, 4, 7]","[2, 4, 7, 10, 11]",94.0,40.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
269.5,<music21.chord.Chord E2 B2 D3 G3 D4 B-5 B-6>,"[10, 11, 2, 4, 7]","[2, 4, 7, 10, 11]",94.0,40.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
270.0,<music21.chord.Chord E2 B2 D3 G3 D4 A-5 A-6>,"[11, 2, 4, 7, 8]","[2, 4, 7, 8, 11]",92.0,40.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
270.5,<music21.chord.Chord E2 B2 G3 A-3 D4 A-4 G-5 G-6>,"[11, 2, 4, 6, 7, 8]","[2, 4, 6, 7, 8, 11]",90.0,40.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
271.0,<music21.chord.Chord E2 B2 G-3 G3 D4 G-4 E5 E6>,"[11, 2, 4, 6, 7]","[2, 4, 6, 7, 11]",88.0,40.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
271.5,<music21.chord.Chord E2 B2 F-3 G3 D4 F-4 D5 D6>,"[11, 2, 4, 7]","[2, 4, 7, 11]",86.0,40.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
272.0,<music21.chord.Chord E-1 E-2 E-3 F3 B3 E-4 B-5 B-6>,"[10, 11, 3, 5]","[3, 5, 10, 11]",94.0,27.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
272.5,<music21.chord.Chord E-1 E-2 E-3 F3 B3 E-4 A-5 A-6>,"[3, 5, 8, 11]","[3, 5, 8, 11]",92.0,27.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
273.0,<music21.chord.Chord D3 G-3 B-3 D4 G-5 G-6>,"[2, 6, 10]","[2, 6, 10]",90.0,50.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
273.5,<music21.chord.Chord D3 G-3 B-3 D4 E5 E6>,"[2, 4, 6, 10]","[2, 4, 6, 10]",88.0,50.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5399823135234963
274.0,<music21.chord.Chord D-3 F3 A3 D-4 F5 F6>,"[1, 5, 9]","[1, 5, 9]",89.0,49.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5038547948862196
274.5,<music21.chord.Chord D-3 F3 A3 D-4 B4 B5>,"[9, 11, 1, 5]","[1, 5, 9, 11]",83.0,49.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5038547948862196
275.0,<music21.chord.Chord C3 G-3 B-3 C4 E-5 E-6>,"[10, 0, 3, 6]","[0, 3, 6, 10]",87.0,48.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5038547948862196
275.5,<music21.chord.Chord B2 G-3 B-3 B3 E-5 E-6>,"[10, 11, 3, 6]","[3, 6, 10, 11]",87.0,47.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5038547948862196
276.0,<music21.chord.Chord B-2 G-3 B-3 E-5 E-6>,"[3, 6, 10]","[3, 6, 10]",87.0,46.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5038547948862196
276.5,<music21.chord.Chord B-2 G-3 B-3 E5 E6>,"[4, 6, 10]","[4, 6, 10]",88.0,46.0,Op.1_PianoSonata.mxl,Berg,11,major,0.5038547948862196
277.0,<music21.chord.Chord A2 C#3 G3 F5 F6>,"[5, 7, 9, 1]","[1, 5, 7, 9]",89.0,45.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
277.5,<music21.chord.Chord A2 C#3 G3 B4 B5>,"[7, 9, 11, 1]","[1, 7, 9, 11]",83.0,45.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
278.0,<music21.chord.Chord A-2 C3 F#3 E-5 E-6>,"[0, 3, 6, 8]","[0, 3, 6, 8]",87.0,44.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
278.5,<music21.chord.Chord A2 C3 F#3 E-5 E-6>,"[0, 3, 6, 9]","[0, 3, 6, 9]",87.0,45.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
279.0,<music21.chord.Chord C3 E-3 F#3 E-5 E-6>,"[0, 3, 6]","[0, 3, 6]",87.0,48.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
279.5,<music21.chord.Chord G2 C3 F#3 E5 E6>,"[0, 4, 6, 7]","[0, 4, 6, 7]",88.0,43.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
280.0,<music21.chord.Chord G-2 C3 E3 A-5 A-6>,"[4, 6, 8, 0]","[0, 4, 6, 8]",92.0,42.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
280.5,<music21.chord.Chord G-2 C3 E3 B4 B5>,"[11, 0, 4, 6]","[0, 4, 6, 11]",83.0,42.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
281.0,<music21.chord.Chord F2 B2 E-3 E-5 A-5 E-6>,"[3, 5, 8, 11]","[3, 5, 8, 11]",87.0,41.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
281.5,<music21.chord.Chord F2 B2 E-3 F4 E-5 A-5 E-6>,"[3, 5, 8, 11]","[3, 5, 8, 11]",87.0,41.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
282.0,<music21.chord.Chord F2 B2 E-3 B4 E-5 A-5 E-6>,"[3, 5, 8, 11]","[3, 5, 8, 11]",87.0,41.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
282.5,<music21.chord.Chord F2 B2 E-3 B4 E-5>,"[11, 3, 5]","[3, 5, 11]",75.0,41.0,Op.1_PianoSonata.mxl,Berg,8,minor,0.4873422459197072
283.0,<music21.chord.Chord C#4 B4 E5 A5>,"[9, 11, 1, 4]","[1, 4, 9, 11]",81.0,61.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
283.5,<music21.chord.Chord F#4 B4>,"[6, 11]","[6, 11]",71.0,66.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
284.0,<music21.chord.Chord A-4 E-5 F5>,"[3, 5, 8]","[3, 5, 8]",77.0,68.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
284.5,<music21.chord.Chord B-2 F3 A-4 E-5 F5>,"[3, 5, 8, 10]","[3, 5, 8, 10]",77.0,46.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
285.0,<music21.chord.Chord B-2 B3 A-4 E-5 F5>,"[3, 5, 8, 10, 11]","[3, 5, 8, 10, 11]",77.0,46.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
285.5,<music21.chord.Chord A2 B3 E-4>,"[9, 11, 3]","[3, 9, 11]",63.0,45.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
286.0,<music21.chord.Chord A-2 D-3 E4 A4>,"[8, 9, 1, 4]","[1, 4, 8, 9]",69.0,44.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
286.5,<music21.chord.Chord A-2 G-3 B3 E4>,"[4, 6, 8, 11]","[4, 6, 8, 11]",64.0,44.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
287.0,<music21.chord.Chord A-3 E-4 F4>,"[3, 5, 8]","[3, 5, 8]",65.0,56.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
287.5,<music21.chord.Chord B-1 F2 A-3 E-4 F4>,"[3, 5, 8, 10]","[3, 5, 8, 10]",65.0,34.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
287.75,<music21.chord.Chord B-1 F2 A-3 D4 F4>,"[2, 5, 8, 10]","[2, 5, 8, 10]",65.0,34.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
288.0,<music21.chord.Chord B-1 B2 A-3 D4 F4>,"[2, 5, 8, 10, 11]","[2, 5, 8, 10, 11]",65.0,34.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
288.5,<music21.chord.Chord A1 B2 E-3>,"[9, 11, 3]","[3, 9, 11]",51.0,33.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
289.0,<music21.chord.Chord A-1 D-2 E-3 A3>,"[8, 9, 1, 3]","[1, 3, 8, 9]",57.0,32.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
289.5,<music21.chord.Chord A-1 F#2 B2 E-3>,"[3, 6, 8, 11]","[3, 6, 8, 11]",51.0,32.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
290.0,<music21.chord.Chord G2 A2 C#3 E#3>,"[5, 7, 9, 1]","[1, 5, 7, 9]",53.0,43.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
290.5,<music21.chord.Chord A1 A2 C#3 E#3>,"[1, 5, 9]","[1, 5, 9]",53.0,33.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
290.75,<music21.chord.Chord A1 A2 C#3 F#3>,"[6, 9, 1]","[1, 6, 9]",54.0,33.0,Op.1_PianoSonata.mxl,Berg,4,major,0.43440230928909596
291.0,<music21.chord.Chord A1 A2 C#3 F#3>,"[6, 9, 1]","[1, 6, 9]",54.0,33.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4433131196523174
291.5,<music21.chord.Chord E-2 A2 C#3 F#3>,"[1, 3, 6, 9]","[1, 3, 6, 9]",54.0,39.0,Op.1_PianoSonata.mxl,Berg,1,major,0.4664822643049976
292.0,<music21.chord.Chord A2 C#3 F#3>,"[6, 9, 1]","[1, 6, 9]",54.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.5634101719300136
292.5,<music21.chord.Chord B1 A2 C#3 F#3>,"[6, 9, 11, 1]","[1, 6, 9, 11]",54.0,35.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.6800095397894934
293.0,<music21.chord.Chord A2 C#3 E#3>,"[1, 5, 9]","[1, 5, 9]",53.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7257623020258379
293.5,<music21.chord.Chord E-2 A2 C#3 E#3>,"[1, 3, 5, 9]","[1, 3, 5, 9]",53.0,39.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
293.75,<music21.chord.Chord E-2 A2 C#3 F#3>,"[1, 3, 6, 9]","[1, 3, 6, 9]",54.0,39.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
294.0,<music21.chord.Chord A2 C#3 F#3>,"[6, 9, 1]","[1, 6, 9]",54.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
294.5,<music21.chord.Chord B1 A2 C#3 F#3>,"[6, 9, 11, 1]","[1, 6, 9, 11]",54.0,35.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
295.0,<music21.chord.Chord A2 C#3 F#3>,"[6, 9, 1]","[1, 6, 9]",54.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
295.5,<music21.chord.Chord A2 C#3 F#3>,"[6, 9, 1]","[1, 6, 9]",54.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
296.0,<music21.chord.Chord B1 A3 C#4 E#4>,"[9, 11, 1, 5]","[1, 5, 9, 11]",65.0,35.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
296.75,<music21.chord.Chord B1 A3 C#4 F#4>,"[6, 9, 11, 1]","[1, 6, 9, 11]",66.0,35.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
297.0,<music21.chord.Chord A2 A3 C#4 F#4>,"[6, 9, 1]","[1, 6, 9]",66.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
297.75,<music21.chord.Chord A2 A3 C#4 F#4>,"[6, 9, 1]","[1, 6, 9]",66.0,45.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7436196251414543
298.0,<music21.chord.Chord B1 A3 C#4 E#4>,"[9, 11, 1, 5]","[1, 5, 9, 11]",65.0,35.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7551837243027435
298.5,<music21.chord.Chord B1 A3 C#4 F#4>,"[6, 9, 11, 1]","[1, 6, 9, 11]",66.0,35.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7551837243027435
299.0,<music21.chord.Chord E2 G#3 D4 F#4 B4>,"[2, 4, 6, 8, 11]","[2, 4, 6, 8, 11]",71.0,40.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7551837243027435
299.75,<music21.chord.Chord E2 G#3 D4 F#4 B4>,"[2, 4, 6, 8, 11]","[2, 4, 6, 8, 11]",71.0,40.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7551837243027435
300.0,<music21.chord.Chord E2 D3 A3 C#4 E#4>,"[1, 2, 4, 5, 9]","[1, 2, 4, 5, 9]",65.0,40.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7551837243027435
300.75,<music21.chord.Chord E2 D3 A3 C#4 E#4>,"[1, 2, 4, 5, 9]","[1, 2, 4, 5, 9]",65.0,40.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.7551837243027435
301.0,<music21.chord.Chord E2 D3 A3 C#4 E#4>,"[1, 2, 4, 5, 9]","[1, 2, 4, 5, 9]",65.0,40.0,Op.1_PianoSonata.mxl,Berg,2,minor,0.6651507350855227
301.5,<music21.chord.Chord E2 D3 A3 C#4 F#4>,"[1, 2, 4, 6, 9]","[1, 2, 4, 6, 9]",66.0,40.0,Op.1_PianoSonata.mxl,Berg,9,major,0.5553606670664956
302.0,<music21.chord.Chord E2 D-3 B-3 D4 G4>,"[1, 2, 4, 7, 10]","[1, 2, 4, 7, 10]",67.0,40.0,Op.1_PianoSonata.mxl,Berg,10,minor,0.5064966223115321
302.5,<music21.chord.Chord E2 D-3 B-3 D4 G#4>,"[8, 10, 1, 2, 4]","[1, 2, 4, 8, 10]",68.0,40.0,Op.1_PianoSonata.mxl,Berg,10,minor,0.5064966223115321
303.0,<music21.chord.Chord C3 A3 D#4 G#4>,"[8, 9, 0, 3]","[0, 3, 8, 9]",68.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
1819/6,<music21.chord.Chord C3 A3 D#4 D#5>,"[9, 0, 3]","[0, 3, 9]",75.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
910/3,<music21.chord.Chord C3 A3 D#4 A4>,"[9, 0, 3]","[0, 3, 9]",69.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
303.5,<music21.chord.Chord C3 A3 D#4 C5>,"[9, 0, 3]","[0, 3, 9]",72.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
911/3,<music21.chord.Chord C3 A3 D#4 G5>,"[7, 9, 0, 3]","[0, 3, 7, 9]",79.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
303.75,<music21.chord.Chord C3 A3 D#4 G5>,"[7, 9, 0, 3]","[0, 3, 7, 9]",79.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
1823/6,<music21.chord.Chord C3 A3 D#4 F#5>,"[0, 3, 6, 9]","[0, 3, 6, 9]",78.0,48.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
304.0,<music21.chord.Chord B3 F#4 A4 C#5 C#6>,"[6, 9, 11, 1]","[1, 6, 9, 11]",85.0,59.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
304.5,<music21.chord.Chord B3 F4 A4 C#5 C#6>,"[9, 11, 1, 5]","[1, 5, 9, 11]",85.0,59.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
304.75,<music21.chord.Chord B3 F4 A4 C5 C6>,"[5, 9, 11, 0]","[0, 5, 9, 11]",84.0,59.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
305.0,<music21.chord.Chord E4 G#4 D5 F#5 B5>,"[2, 4, 6, 8, 11]","[2, 4, 6, 8, 11]",83.0,64.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
305.5,<music21.chord.Chord E3 D4 G#4 D5 F#5 B5>,"[2, 4, 6, 8, 11]","[2, 4, 6, 8, 11]",83.0,52.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
305.75,<music21.chord.Chord E3 D4 G#4 B4 D5 F#5>,"[2, 4, 6, 8, 11]","[2, 4, 6, 8, 11]",78.0,52.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
306.0,<music21.chord.Chord E2 D3 A3 C#4 E#4>,"[1, 2, 4, 5, 9]","[1, 2, 4, 5, 9]",65.0,40.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
306.5,<music21.chord.Chord E2 D-3 A3 C#4 E#4>,"[9, 1, 4, 5]","[1, 4, 5, 9]",65.0,40.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
307.0,<music21.chord.Chord E2 C3 A3 C#4 E#4>,"[9, 0, 1, 4, 5]","[0, 1, 4, 5, 9]",65.0,40.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
307.5,<music21.chord.Chord E2 C-3 A3 C#4 F#4>,"[9, 11, 1, 4, 6]","[1, 4, 6, 9, 11]",66.0,40.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
308.0,<music21.chord.Chord E-2 B-2 G3 A3 D-4 F4 A4>,"[1, 3, 5, 7, 9, 10]","[1, 3, 5, 7, 9, 10]",69.0,39.0,Op.1_PianoSonata.mxl,Berg,9,major,0.42862367127402967
308.5,<music21.chord.Chord E-2 B-2 G3 B-3 D-4 F4 B-4>,"[1, 3, 5, 7, 10]","[1, 3, 5, 7, 10]",70.0,39.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
309.0,<music21.chord.Chord B-2 G-3 C4 E-4 B-4>,"[10, 0, 3, 6]","[0, 3, 6, 10]",70.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
1855/6,<music21.chord.Chord B-2 G-3 C4 E-4 F5>,"[10, 0, 3, 5, 6]","[0, 3, 5, 6, 10]",77.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
928/3,<music21.chord.Chord B-2 G-3 C4 E-4 C5>,"[10, 0, 3, 6]","[0, 3, 6, 10]",72.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
309.5,<music21.chord.Chord B-2 G-3 C4 E-4 E-5>,"[10, 0, 3, 6]","[0, 3, 6, 10]",75.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
929/3,<music21.chord.Chord B-2 G-3 C4 E-4 B-5>,"[10, 0, 3, 6]","[0, 3, 6, 10]",82.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
309.75,<music21.chord.Chord B-2 G-3 C4 E-4 B-5>,"[10, 0, 3, 6]","[0, 3, 6, 10]",82.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
1859/6,<music21.chord.Chord B-2 G-3 C4 E-4 A5>,"[9, 10, 0, 3, 6]","[0, 3, 6, 9, 10]",81.0,46.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
310.0,<music21.chord.Chord A-3 B3 G-4 E5 E6>,"[4, 6, 8, 11]","[4, 6, 8, 11]",88.0,56.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
310.5,<music21.chord.Chord A-3 C4 G-4 E5 E6>,"[4, 6, 8, 0]","[0, 4, 6, 8]",88.0,56.0,Op.1_PianoSonata.mxl,Berg,6,minor,0.4273719250398657
310.75,<music21.chord.Chord A-3 C4 G-4 E-5 E-6>,"[0, 3, 6, 8]","[0, 3, 6, 8]",87.0,56.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
311.0,<music21.chord.Chord C#4 E#4 G#4 B4 D5 F5 A5 D6>,"[8, 9, 11, 1, 2, 5]","[1, 2, 5, 8, 9, 11]",86.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
311.75,<music21.chord.Chord C#4 E#4 G#4 B4 F5 A5 D6>,"[8, 9, 11, 1, 2, 5]","[1, 2, 5, 8, 9, 11]",86.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
312.0,<music21.chord.Chord C#4 E#4 G#4 C#5 E#5 G#5>,"[1, 5, 8]","[1, 5, 8]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
1873/6,<music21.chord.Chord C#4 F#4 G#4 C#5 E#5 G#5>,"[1, 5, 6, 8]","[1, 5, 6, 8]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
937/3,<music21.chord.Chord C#4 G#4 C#5 D5 E#5 G#5>,"[1, 2, 5, 8]","[1, 2, 5, 8]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
312.5,<music21.chord.Chord C#4 G#4 C#5 E#5 G#5>,"[1, 5, 8]","[1, 5, 8]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
938/3,<music21.chord.Chord C#4 G#4 B4 C#5 E#5 G#5>,"[5, 8, 11, 1]","[1, 5, 8, 11]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
1877/6,<music21.chord.Chord C#4 G#4 C#5 E#5 G5 G#5>,"[1, 5, 7, 8]","[1, 5, 7, 8]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
313.0,<music21.chord.Chord C#4 G#4 B4 F#5 G#5>,"[6, 8, 11, 1]","[1, 6, 8, 11]",80.0,61.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
313.5,<music21.chord.Chord C4 A4 B4 E#5 A5>,"[5, 9, 11, 0]","[0, 5, 9, 11]",81.0,60.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
314.0,<music21.chord.Chord B3 D4 F4 A4 D5 F5 A5 D6>,"[9, 11, 2, 5]","[2, 5, 9, 11]",86.0,59.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
314.75,<music21.chord.Chord B3 D4 F4 A4 F5 A5 D6>,"[9, 11, 2, 5]","[2, 5, 9, 11]",86.0,59.0,Op.1_PianoSonata.mxl,Berg,9,minor,0.4108847786503207
